Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.8,4.69,5.84,6.62,6.93,5.91,5.05,4.8,4.65,4.32,3.76,3.51
Water requirement (mm/day),1.9,2.345,2.92,3.31,3.465,2.955,2.525,2.4,2.325,2.16,1.88,1.755
Water requirement litres/day/ha ,19000,23450,29200,33100,34650,29550,25250,24000,23250,21600,18800,17550
Water requirement litres/palm/day in an ha,132.8671329,163.986014,204.1958042,231.4685315,242.3076923,206.6433566,176.5734266,167.8321678,162.5874126,151.048951,131.4685315,122.7272727
Water requirement litres/palm/day in an ha at 70% field capacity,93.00699301,114.7902098,142.9370629,162.027972,169.6153846,144.6503497,123.6013986,117.4825175,113.8111888,105.7342657,92.02797203,85.90909091
