Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.79,4.71,5.97,6.92,7.37,6.21,4.89,4.5,4.55,4.48,3.87,3.55
Water requirement (mm/day),1.895,2.355,2.985,3.46,3.685,3.105,2.445,2.25,2.275,2.24,1.935,1.775
Water requirement litres/day/ha ,18950,23550,29850,34600,36850,31050,24450,22500,22750,22400,19350,17750
Water requirement litres/palm/day in an ha,132.5174825,164.6853147,208.7412587,241.958042,257.6923077,217.1328671,170.979021,157.3426573,159.0909091,156.6433566,135.3146853,124.1258741
Water requirement litres/palm/day in an ha at 70% field capacity,92.76223776,115.2797203,146.1188811,169.3706294,180.3846154,151.993007,119.6853147,110.1398601,111.3636364,109.6503497,94.72027972,86.88811189
