Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,1.97,2.49,3.48,4.07,4.37,4.46,4.22,4.04,3.61,3.11,2.41,1.93
Water requirement (mm/day),0.985,1.245,1.74,2.035,2.185,2.23,2.11,2.02,1.805,1.555,1.205,0.965
Water requirement litres/day/ha ,9850,12450,17400,20350,21850,22300,21100,20200,18050,15550,12050,9650
Water requirement litres/palm/day in an ha,68.88111888,87.06293706,121.6783217,142.3076923,152.7972028,155.9440559,147.5524476,141.2587413,126.2237762,108.7412587,84.26573427,67.48251748
Water requirement litres/palm/day in an ha at 70% field capacity,48.21678322,60.94405594,85.17482517,99.61538462,106.958042,109.1608392,103.2867133,98.88111888,88.35664336,76.11888112,58.98601399,47.23776224
