Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.05,2.01,2.17,2.6,2.89,3.05,3,2.88,2.84,2.6,2.5,2.29
Water requirement (mm/day),1.525,1.005,1.085,1.3,1.445,1.525,1.5,1.44,1.42,1.3,1.25,1.145
Water requirement litres/day/ha ,15250,10050,10850,13000,14450,15250,15000,14400,14200,13000,12500,11450
Water requirement litres/palm/day in an ha,106.6433566,70.27972028,75.87412587,90.90909091,101.048951,106.6433566,104.8951049,100.6993007,99.3006993,90.90909091,87.41258741,80.06993007
Water requirement litres/palm/day in an ha at 70% field capacity,74.65034965,49.1958042,53.11188811,63.63636364,70.73426573,74.65034965,73.42657343,70.48951049,69.51048951,63.63636364,61.18881119,56.04895105
