Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.14,2.46,2.78,3.11,3.14,3,2.48,2.27,2.26,2.23,2.34,2.38
Water requirement (mm/day),1.57,1.23,1.39,1.555,1.57,1.5,1.24,1.135,1.13,1.115,1.17,1.19
Water requirement litres/day/ha ,15700,12300,13900,15550,15700,15000,12400,11350,11300,11150,11700,11900
Water requirement litres/palm/day in an ha,109.7902098,86.01398601,97.2027972,108.7412587,109.7902098,104.8951049,86.71328671,79.37062937,79.02097902,77.97202797,81.81818182,83.21678322
Water requirement litres/palm/day in an ha at 70% field capacity,76.85314685,60.20979021,68.04195804,76.11888112,76.85314685,73.42657343,60.6993007,55.55944056,55.31468531,54.58041958,57.27272727,58.25174825
