Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.72,4.61,5.77,6.62,7.02,5.93,4.87,4.52,4.47,4.31,3.71,3.43
Water requirement (mm/day),1.86,2.305,2.885,3.31,3.51,2.965,2.435,2.26,2.235,2.155,1.855,1.715
Water requirement litres/day/ha ,18600,23050,28850,33100,35100,29650,24350,22600,22350,21550,18550,17150
Water requirement litres/palm/day in an ha,130.0699301,161.1888112,201.7482517,231.4685315,245.4545455,207.3426573,170.2797203,158.041958,156.2937063,150.6993007,129.7202797,119.9300699
Water requirement litres/palm/day in an ha at 70% field capacity,91.04895105,112.8321678,141.2237762,162.027972,171.8181818,145.1398601,119.1958042,110.6293706,109.4055944,105.4895105,90.8041958,83.95104895
