Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.73,4.58,5.87,6.74,6.87,5.96,4.8,4.4,4.67,4.98,4.17,3.59
Water requirement (mm/day),1.865,2.29,2.935,3.37,3.435,2.98,2.4,2.2,2.335,2.49,2.085,1.795
Water requirement litres/day/ha ,18650,22900,29350,33700,34350,29800,24000,22000,23350,24900,20850,17950
Water requirement litres/palm/day in an ha,130.4195804,160.1398601,205.2447552,235.6643357,240.2097902,208.3916084,167.8321678,153.8461538,163.2867133,174.1258741,145.8041958,125.5244755
Water requirement litres/palm/day in an ha at 70% field capacity,91.29370629,112.0979021,143.6713287,164.965035,168.1468531,145.8741259,117.4825175,107.6923077,114.3006993,121.8881119,102.0629371,87.86713287
