Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.48,4.34,5.69,6.79,7.3,6.05,4.48,4.08,4.17,4.18,3.68,3.27
Water requirement (mm/day),1.74,2.17,2.845,3.395,3.65,3.025,2.24,2.04,2.085,2.09,1.84,1.635
Water requirement litres/day/ha ,17400,21700,28450,33950,36500,30250,22400,20400,20850,20900,18400,16350
Water requirement litres/palm/day in an ha,121.6783217,151.7482517,198.951049,237.4125874,255.2447552,211.5384615,156.6433566,142.6573427,145.8041958,146.1538462,128.6713287,114.3356643
Water requirement litres/palm/day in an ha at 70% field capacity,85.17482517,106.2237762,139.2657343,166.1888112,178.6713287,148.0769231,109.6503497,99.86013986,102.0629371,102.3076923,90.06993007,80.03496503
