Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.17,3.5,3.81,4.01,3.82,3.3,2.95,2.91,3.08,3.07,3.07,2.98
Water requirement (mm/day),1.585,1.75,1.905,2.005,1.91,1.65,1.475,1.455,1.54,1.535,1.535,1.49
Water requirement litres/day/ha ,15850,17500,19050,20050,19100,16500,14750,14550,15400,15350,15350,14900
Water requirement litres/palm/day in an ha,110.8391608,122.3776224,133.2167832,140.2097902,133.5664336,115.3846154,103.1468531,101.7482517,107.6923077,107.3426573,107.3426573,104.1958042
Water requirement litres/palm/day in an ha at 70% field capacity,77.58741259,85.66433566,93.25174825,98.14685315,93.4965035,80.76923077,72.2027972,71.22377622,75.38461538,75.13986014,75.13986014,72.93706294
