Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,2.14,2.87,4.25,6.2,7.58,7.54,5.87,5,4.87,4.26,3.01,2.17
Water requirement (mm/day),1.07,1.435,2.125,3.1,3.79,3.77,2.935,2.5,2.435,2.13,1.505,1.085
Water requirement litres/day/ha ,10700,14350,21250,31000,37900,37700,29350,25000,24350,21300,15050,10850
Water requirement litres/palm/day in an ha,74.82517483,100.3496503,148.6013986,216.7832168,265.034965,263.6363636,205.2447552,174.8251748,170.2797203,148.951049,105.2447552,75.87412587
Water requirement litres/palm/day in an ha at 70% field capacity,52.37762238,70.24475524,104.020979,151.7482517,185.5244755,184.5454545,143.6713287,122.3776224,119.1958042,104.2657343,73.67132867,53.11188811
