Property,January,February,March,April,May,June,July,August,September,October,November,December
ET,3.14,2.24,2.51,3.06,3.14,2.96,2.64,2.43,2.4,2.29,2.36,2.34
Water requirement (mm/day),1.57,1.12,1.255,1.53,1.57,1.48,1.32,1.215,1.2,1.145,1.18,1.17
Water requirement litres/day/ha ,15700,11200,12550,15300,15700,14800,13200,12150,12000,11450,11800,11700
Water requirement litres/palm/day in an ha,109.7902098,78.32167832,87.76223776,106.993007,109.7902098,103.4965035,92.30769231,84.96503497,83.91608392,80.06993007,82.51748252,81.81818182
Water requirement litres/palm/day in an ha at 70% field capacity,76.85314685,54.82517483,61.43356643,74.8951049,76.85314685,72.44755245,64.61538462,59.47552448,58.74125874,56.04895105,57.76223776,57.27272727
